,title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7
68,Navy Seals,427910,tt0100232,1990-07-20,7,4,en,US,,,113,Action,Action|Adventure|Thriller,Unrated,1.0,0.0,,21819.0,Lewis Teague,2384.0,Bernard Williams,6952|2712|12656,Charlie Sheen|Michael Biehn|Joanne Whalley,0,,,,Orion Pictures,,,,25069101.0,,25069101.0,,,,,,,,,,,,,,,,,,,,,
69,The Unbelievable Truth,38545,tt0100842,1990-07-20,7,4,en,US,75000.0,186151.4919663352,90,Comedy,Comedy|Drama|Romance,Unrated,1.0,0.0,,91343.0,Hal Hartley,,Unknown,66496|31512|188721,Adrienne Shelly|Robert John Burke|Christopher Cooke,0,,,,Action Features,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,The Freshman,10168,tt0099615,1990-07-20,7,4,en,US,,,102,Comedy,Comedy|Crime,Unrated,1.0,0.0,,41550.0,Andrew Bergman,31143.0,Mike Lobell,3084|4756|9257,Marlon Brando|Matthew Broderick|Bruno Kirby,0,,,,TriStar Pictures,,,,21460601.0,,21460601.0,,,,,,,,,,,,,,,,,,,,,
71,Arachnophobia,6488,tt0099052,1990-07-20,7,4,en,US,31000000.0,76942616.67941852,109,Comedy,Comedy|Horror,Unrated,1.0,0.0,,664.0,Frank Marshall,489.0,Kathleen Kennedy,8447|27106|1230,Jeff Daniels|Harley Jane Kozak|John Goodman,0,,,,Amblin Entertainment,,,,53208180.0,,53208180.0,,,,,,,,,,,,,,,,,,,,,
72,Problem Child,11077,tt0100419,1990-07-27,7,4,en,US,10000000.0,24820198.928844683,81,Comedy,Comedy|Family,Unrated,1.0,0.0,,17494.0,Dennis Dugan,29015.0,Robert Simonds,27772|5251|68209,John Ritter|Jack Warden|Michael J. Oliver,0,,,,Universal Pictures,,,18800000.0,72270891.0,,53470891.0,,,,,,,,,,,,,,,,,,,,,
73,Presumed Innocent,11092,tt0100404,1990-07-27,7,4,en,US,22000000.0,54604437.64345831,127,Mystery,Mystery|Crime|Thriller,Unrated,1.0,0.0,,6349.0,Alan J. Pakula,2226.0,Sydney Pollack,3|6197|27888,Harrison Ford|Brian Dennehy|Raúl Juliá,0,,,,Mirage Enterprises,,,135000000.0,221303188.0,,86303188.0,,,,,,,,,,,,,,,,,,,,,
74,Young Guns II,9086,tt0100994,1990-08-01,8,2,en,US,20000000.0,49640397.857689366,104,Western,Western|Adventure,Unrated,1.0,1.5,,32277.0,Geoff Murphy,33486.0,Irby Smith,2880|2628|38560,Emilio Estevez|Kiefer Sutherland|Lou Diamond Phillips,1,6.8,45661556.0,2.0,Morgan Creek Entertainment,,,,44143410.0,,44143410.0,,,,,,,,,,,,,,,,,,,,,
75,Mo' Better Blues,41823,tt0100168,1990-08-03,8,4,en,US,10000000.0,24820198.928844683,129,Drama,Drama|Music,Unrated,1.0,0.0,,5281.0,Spike Lee,5281.0,Spike Lee,5292|5281|10814,Denzel Washington|Spike Lee|Wesley Snipes,0,,,,40 Acres and a Mule Filmworks,,,600.0,16154193.0,,16153593.0,,,,,,,,,,,,,,,,,,,,,
76,DuckTales: The Movie - Treasure of the Lost Lamp,10837,tt0099472,1990-08-03,8,4,en,US,20000000.0,49640397.857689366,74,Adventure,Adventure|Animation|Family|Comedy|Fantasy,Unrated,1.0,0.0,,67056.0,Bob Hathcock,67056.0,Bob Hathcock,21874|162323|6035,Alan Young|Terence McGovern|Russi Taylor,0,,,,Walt Disney Animation,,,,18115724.0,,18115724.0,,,,,,,,,,,,,,,,,,,,,
77,Metropolitan,15389,tt0100142,1990-08-03,8,4,en,US,225000.0,558454.4758990054,99,Comedy,Comedy|Drama|Romance,Unrated,1.0,0.0,,78188.0,Whit Stillman,78188.0,Whit Stillman,78189|78190|4944,Edward Clements|Chris Eigeman|Taylor Nichols,0,,,,Westerly Films,,,,2960492.0,,2960492.0,,,,,,,,,,,,,,,,,,,,,
78,The Grifters,18129,tt0099703,1990-08-08,8,2,en,US,,,110,Crime,Crime|Drama,Unrated,1.0,0.0,,3224.0,Stephen Frears,14368.0,Robert A. Harris,5657|3036|516,Anjelica Huston|John Cusack|Annette Bening,0,,,,Cineplex-Odeon Films,,,,13446769.0,,13446769.0,,,,,,,,,,,,,,,,,,,,,
79,The Two Jakes,32669,tt0100828,1990-08-10,8,4,en,US,19000000.0,47158377.964804895,137,Crime,Crime|Drama|Mystery|Romance,Unrated,1.0,1.0,,514.0,Jack Nicholson,12844.0,Harold Schneider,514|1037|39117,Jack Nicholson|Harvey Keitel|Meg Tilly,1,8.1,29200000.0,16.1,Paramount Pictures,,,,10005969.0,,10005969.0,,,,,,,,,,,,,,,,,,,,,
80,Air America,11856,tt0099005,1990-08-10,8,4,en,US,35000000.0,86870696.25095639,112,Action,Action|Adventure|Comedy|Drama,Unrated,1.0,0.0,,1724.0,Roger Spottiswoode,14942.0,Daniel Melnick,2461|3223|18331,Mel Gibson|Robert Downey Jr.|Nancy Travis,0,,,,IndieProd Company Productions,,,2407668.0,33461269.0,,31053601.0,,,,,,,,,,,,,,,,,,,,,
81,Flatliners,1551,tt0099582,1990-08-10,8,4,en,US,26000000.0,64532517.214996174,115,Drama,Drama|Science Fiction|Horror,Unrated,1.0,0.0,,5572.0,Joel Schumacher,3392.0,Michael Douglas,2628|1204|4724,Kiefer Sutherland|Julia Roberts|Kevin Bacon,0,,,,Stonebridge Entertainment,,,373.0,61489638.0,,61489265.0,,,,,,,,,,,,,,,,,,,,,
82,Ghoulies III: Ghoulies Go to College,44909,tt0097429,1990-08-15,8,2,en,US,,,94,Horror,Horror|Comedy|Fantasy,Unrated,1.0,0.0,,64722.0,John Carl Buechler,64723.0,Iain Paterson,50712|121769|34597,Evan MacKenzie|Eva LaRue|Kevin McCarthy,1,4.7,606.0,3.0,Vestron Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Taking Care of Business,6393,tt0103035,1990-08-16,8,3,en,US,14000000.0,34748278.50038256,108,Comedy,Comedy,Unrated,1.0,0.0,,133259.0,Arthur Hiller,51640.0,Geoffrey Taylor,26485|28164|49422,Jim Belushi|Charles Grodin|Anne DeSalvo,0,,,,Silver Screen Partners,,,,20005435.0,,20005435.0,,,,,,,,,,,,,,,,,,,,,
84,My Blue Heaven,16384,tt0100212,1990-08-17,8,4,en,US,6.0,14.892119357306813,97,Action,Action|Comedy|Crime,Unrated,1.0,0.0,,18378.0,Herbert Ross,18378.0,Herbert Ross,67773|8872|3234,Steve Martin|Rick Moranis|Joan Cusack,0,,,,Warner Bros. Pictures,,,,23591472.0,,23591472.0,,,,,,,,,,,,,,,,,,,,,
85,The Exorcist III,11587,tt0099528,1990-08-17,8,4,en,US,9300000.0,23082785.00382556,110,Horror,Horror,Unrated,1.0,1.0,,57922.0,William Peter Blatty,1591020.0,Carter DeHaven,862|70746|1370,George C. Scott|Ed Flanders|Brad Dourif,1,3.8,30749142.0,13.2,Morgan Creek Entertainment,,,12925427.0,39024251.0,,26098824.0,,,,,,,,,,,,,,,,,,,,,
86,Wild at Heart,483,tt0100935,1990-08-17,8,4,en,US,9500000.0,23579188.982402448,125,Crime,Crime|Thriller|Romance,Unrated,1.0,0.0,,5602.0,David Lynch,322.0,Steve Golin,2963|4784|5293,Nicolas Cage|Laura Dern|Willem Dafoe,0,,,,PolyGram Filmed Entertainment,,,8814.0,14589335.0,,14560247.0,,,,,,,,,,,,,,,,,,,,,
87,Pump Up the Volume,8428,tt0100436,1990-08-22,8,2,en,CA,,,102,Music,Music|Drama,Unrated,1.0,0.0,,55790.0,Allan Moyle,35087.0,Rupert Harvey,2224|20767|37368,Christian Slater|Samantha Mathis|Annie Ross,0,,,,New Line Cinema,,,,11541758.0,,11541758.0,,,,,,,,,,,,,,,,,,,,,
88,Darkman,9556,tt0099365,1990-08-24,8,4,en,US,16000000.0,39712318.28615149,95,Action,Action|Science Fiction|Thriller,Unrated,1.0,1.0,,7623.0,Sam Raimi,11359.0,Robert Tapert,3896|3910|27753,Liam Neeson|Frances McDormand|Colin Friels,0,,,,Universal Pictures,,,15000000.0,48878502.0,,33878502.0,,,,,,,,,,,,,,,,,,,,,
89,Men at Work,10169,tt0100135,1990-08-24,8,4,en,US,9000000.0,22338179.035960216,98,Comedy,Comedy|Crime,Unrated,1.0,0.0,,2880.0,Emilio Estevez,64058.0,Cassian Elwes,6952|2880|25834,Charlie Sheen|Emilio Estevez|Leslie Hope,0,,,,Euphoria Films,,,,16247964.0,,16247964.0,,,,,,,,,,,,,,,,,,,,,
90,Delta Force 2: The Colombian Connection,19086,tt0099399,1990-08-24,8,4,en,US,,,111,Action,Action,Unrated,1.0,1.0,,51572.0,Aaron Norris,172891.0,Christopher Pearce,51576|1275|15213,Chuck Norris|Billy Drago|John P. Ryan,1,5.6,17768900.0,4.5,The Cannon Group,,,,6698361.0,,6698361.0,,,,,,,,,,,,,,,,,,,,,
91,The Reflecting Skin,21168,tt0100469,1990-08-28,8,1,en,CA,,,95,Drama,Drama|Thriller|Horror,R,1.0,0.0,,87213.0,Philip Ridley,82805.0,Ray Burdis,110|30083|87207,Viggo Mortensen|Lindsay Duncan|Jeremy Cooper,0,,,,BBC Film,,,,17042.0,,17042.0,,,,,,,,,,,,,,,,,,,,,
92,Bride of Re-Animator,18111,tt0099180,1990-09-01,9,5,en,US,2000000.0,4964039.785768936,96,Horror,Horror|Comedy|Science Fiction,Unrated,1.0,0.0,,27992.0,Brian Yuzna,27992.0,Brian Yuzna,27993|27994|82684,Jeffrey Combs|Bruce Abbott|Claude Earl Jones,1,7.1,2023414.0,4.9,Wild Street Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Slumber Party Massacre III,27767,tt0100639,1990-09-07,9,4,en,US,350000.0,868706.9625095639,87,Horror,Horror|Comedy,Unrated,1.0,0.0,,98939.0,Sally Mattison,98940.0,Catherine Cyran,98942|98943|98950,Keely Christian|Brittain Frye|Michael Harris,1,4.7,,2.9,Concorde Pictures,,,,1242995.0,,1242995.0,,,,,,,,,,,,,,,,,,,,,
94,Memphis Belle,12651,tt0100133,1990-09-07,9,4,en,US,23000000.0,57086457.53634277,107,Drama,Drama|War|Action,Unrated,1.0,0.0,,30365.0,Michael Caton-Jones,8967.0,David Puttnam,8654|7036|15455,Matthew Modine|Eric Stoltz|Tate Donovan,0,,,,Warner Bros. Pictures,,,,27441977.0,,27441977.0,,,,,,,,,,,,,,,,,,,,,
95,Trust,37291,tt0103130,1990-09-09,9,6,en,US,700000.0,1737413.9250191278,106,Drama,Drama|Comedy|Romance,R,1.0,0.0,,91343.0,Hal Hartley,91343.0,Hal Hartley,66496|42993|1028998,Adrienne Shelly|Martin Donovan|Rebecca Nelson,0,,,,True Fiction Pictures,,,1278.0,357400.0,,356122.0,,,,,,,,,,,,,,,,,,,,,
96,GoodFellas,769,tt0099685,1990-09-12,9,2,en,US,25000000.0,62050497.32211171,145,Drama,Drama|Crime,R,1.0,0.0,,1032.0,Martin Scorsese,11472.0,Irwin Winkler,380|11477|4517,Robert De Niro|Ray Liotta|Joe Pesci,0,,,,Winkler Films,,,127063.0,47076189.0,,46909721.0,,,,,,,,,,,,,,,,,,,,,
97,Hardware,11309,tt0099740,1990-09-14,9,4,en,US,1500000.0,3723029.839326703,93,Horror,Horror|Science Fiction|Thriller,R,1.0,0.0,,42175.0,Richard Stanley,69000.0,Ray Corbett,32597|31714|28743,Dylan McDermott|Stacey Travis|John Lynch,0,,,,Palace Pictures,,,782.0,5729735.0,,5728953.0,,,,,,,,,,,,,,,,,,,,,
98,Repossessed,11510,tt0100475,1990-09-14,9,4,en,US,,,84,Comedy,Comedy|Horror,Unrated,1.0,0.0,,69667.0,Bob Logan,69668.0,Steve Wizan,37366|13726|7633,Linda Blair|Ned Beatty|Leslie Nielsen,0,,,,Carolco Pictures,,,,1382462.0,,1382462.0,,,,,,,,,,,,,,,,,,,,,
99,Death Warrant,17466,tt0099385,1990-09-14,9,4,en,CA,4000000.0,9928079.571537873,89,Action,Action|Crime|Thriller|Mystery,Unrated,1.0,1.0,,45645.0,Deran Sarafian,64681.0,Mark DiSalle,15111|8294|47882,Jean-Claude Van Damme|Robert Guillaume|Cynthia Gibb,0,,,,MGM-Pathé Communications,,,,16853487.0,,16853487.0,,,,,,,,,,,,,,,,,,,,,
100,Postcards from the Edge,22414,tt0100395,1990-09-14,9,4,en,US,22000000.0,54604437.64345831,101,Comedy,Comedy|Drama,Unrated,1.0,0.0,,5342.0,Mike Nichols,8406.0,John Calley,5064|4090|6065,Meryl Streep|Shirley MacLaine|Dennis Quaid,0,,,,Columbia Pictures,,,,39071603.0,,39071603.0,,,,,,,,,,,,,,,,,,,,,
101,State of Grace,1662,tt0100685,1990-09-14,9,4,en,US,7000000.0,17374139.25019128,135,Drama,Drama|Crime|Thriller,Unrated,1.0,0.0,,18500.0,Phil Joanou,42006.0,Ned Dowd,2228|228|64,Sean Penn|Ed Harris|Gary Oldman,0,,,,Cinehaus,,,,1911542.0,,1911542.0,,,,,,,,,,,,,,,,,,,,,
102,An Angel at My Table,2891,tt0099040,1990-09-20,9,3,en,NZ,,,158,Drama,Drama,R,1.0,0.0,,10757.0,Jane Campion,79686.0,Bridget Ikin,17258|28735|28736,Kerry Fox|Alexia Keogh|Karen Fergusson,0,,,,Australian Broadcasting Corporation,,,1357.0,1055995.0,,1054638.0,,,,,,,,,,,,,,,,,,,,,
103,Narrow Margin,31597,tt0100224,1990-09-21,9,4,en,US,17500000.0,43435348.12547819,97,Action,Action|Thriller|Crime|Mystery,Unrated,1.0,0.0,,37710.0,Peter Hyams,956646.0,Jonathan A. Zimbert,193|10427|65568,Gene Hackman|Anne Archer|James B. Sikking,0,,,,Carolco Pictures,,,,10873237.0,,10873237.0,,,,,,,,,,,,,,,,,,,,,
104,Miller's Crossing,379,tt0100150,1990-09-21,9,4,en,US,14000000.0,34748278.50038256,115,Drama,Drama|Thriller|Crime,Unrated,1.0,1.0,,1223.0,Joel Coen,1224.0,Ethan Coen,5168|4726|1241,Gabriel Byrne|Marcia Gay Harden|John Turturro,0,,,,Circle Films,,,,5080409.0,,5080409.0,,,,,,,,,,,,,,,,,,,,,
105,Pacific Heights,2990,tt0100318,1990-09-28,9,4,en,US,18000000.0,44676358.07192043,102,Thriller,Thriller|Drama|Mystery,Unrated,1.0,0.0,,19304.0,John Schlesinger,16547.0,William Sackheim,29369|8654|2232,Melanie Griffith|Matthew Modine|Michael Keaton,0,,,,Morgan Creek Entertainment,,,15544750.0,44926706.0,,29381956.0,,,,,,,,,,,,,,,,,,,,,
106,Henry & June,17993,tt0099762,1990-09-28,9,4,en,US,,,136,Romance,Romance,Unrated,1.0,0.0,,648.0,Philip Kaufman,51807.0,Peter Kaufman,10430|139|2319,Fred Ward|Uma Thurman|Maria de Medeiros,0,,,,Universal Pictures,,,11905000.0,23472449.0,,11567449.0,,,,,,,,,,,,,,,,,,,,,
107,Desperate Hours,31676,tt0099409,1990-10-05,10,4,en,US,18000000.0,44676358.07192043,105,Thriller,Thriller|Crime,Unrated,1.0,0.0,,12114.0,Michael Cimino,12114.0,Michael Cimino,2295|4173|13920,Mickey Rourke|Anthony Hopkins|Mimi Rogers,0,,,,Dino de Laurentiis Communications,,,,2742912.0,,2742912.0,,,,,,,,,,,,,,,,,,,,,
108,Marked for Death,10173,tt0100114,1990-10-05,10,4,en,US,12000000.0,29784238.71461362,93,Action,Action|Crime|Drama|Thriller,Unrated,1.0,0.0,,56998.0,Dwight H. Little,23880.0,Steven Seagal,23880|16754|65827,Steven Seagal|Basil Wallace|Keith David,0,,,,Steamroller Productions,,,11924540.0,57968936.0,,46044396.0,,,,,,,,,,,,,,,,,,,,,
109,Mr. Destiny,2612,tt0100201,1990-10-12,10,4,en,US,20000000.0,49640397.857689366,110,Fantasy,Fantasy|Comedy|Science Fiction|Romance,Unrated,1.0,0.0,,27444.0,James Orr,86317.0,Susan B. Landau,26485|2713|3895,Jim Belushi|Linda Hamilton|Michael Caine,0,,,,Touchstone Pictures,,,,15379253.0,,15379253.0,,,,,,,,,,,,,,,,,,,,,
110,The Hot Spot,14864,tt0099797,1990-10-12,10,4,en,US,,,130,Romance,Romance|Crime|Thriller,Unrated,1.0,0.0,,2778.0,Dennis Hopper,8955.0,Paul Lewis,25129|12519|6161,Don Johnson|Virginia Madsen|Jennifer Connelly,0,,,,Orion Pictures,,,,1293976.0,,1293976.0,,,,,,,,,,,,,,,,,,,,,
111,I Hired a Contract Killer,7975,tt0099818,1990-10-12,10,4,en,FI,,,80,Comedy,Comedy|Crime|Drama|Romance,Unrated,1.0,0.0,,16767.0,Aki Kaurismäki,16767.0,Aki Kaurismäki,1653|53487|10734,Jean-Pierre Léaud|Margi Clarke|Kenneth Colley,0,,,,Villealfa Filmproductions,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"Welcome Home, Roxy Carmichael",31923,tt0100911,1990-10-12,10,4,en,GB,13000000.0,32266258.607498087,95,Comedy,Comedy|Drama,Unrated,1.0,0.0,,12936.0,Jim Abrahams,12065.0,Penney Finkelman Cox,1920|8447|537,Winona Ryder|Jeff Daniels|Stephen Tobolowsky,0,,,,Paramount Pictures,,,,3989297.0,,3989297.0,,,,,,,,,,,,,,,,,,,,,
113,Troll 2,26914,tt0105643,1990-10-12,10,4,en,IT,65000.0,161331.29303749045,95,Horror,Horror|Fantasy,Unrated,1.0,0.0,,45577.0,Claudio Fragasso,,Unknown,124713|124716|932323,Michael Stephenson|George Hardy|Margo Prey,1,4.6,5450815.0,4.7,Filmirage,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Quigley Down Under,9588,tt0102744,1990-10-17,10,2,en,US,,,119,Western,Western,Unrated,1.0,0.0,,18254.0,Simon Wincer,58103.0,Alexandra Rose,15112|1212|4566,Tom Selleck|Laura San Giacomo|Alan Rickman,0,,,,MGM-Pathé Communications,,,,21413105.0,,21413105.0,,,,,,,,,,,,,,,,,,,,,
115,Reversal of Fortune,38718,tt0100486,1990-10-19,10,4,en,GB,,,111,Drama,Drama,Unrated,1.0,0.0,,23393.0,Barbet Schroeder,32035.0,Edward R. Pressman,515|16940|21399,Glenn Close|Jeremy Irons|Ron Silver,0,,,,Shochiku-Fuji Company,,,,15445131.0,,15445131.0,,,,,,,,,,,,,,,,,,,,,
116,Night of the Living Dead,19185,tt0100258,1990-10-19,10,4,en,US,4200000.0,10424483.550114768,88,Horror,Horror,Unrated,1.0,0.0,,11161.0,Tom Savini,64831.0,John A. Russo,11768|19384|90653,Patricia Tallman|Tony Todd|McKee Anderson,0,,,,21st Century Film Corporation,,,11.0,5835258.0,,5835247.0,,,,,,,,,,,,,,,,,,,,,
117,White Palace,41003,tt0103251,1990-10-19,10,4,en,US,,,103,Drama,Drama|Romance,Unrated,1.0,1.0,,46085.0,Luis Mandoki,2556.0,Amy Robinson,4038|13548|8534,Susan Sarandon|James Spader|Kathy Bates,0,,,,Universal Pictures,,,,17487531.0,,17487531.0,,,,,,,,,,,,,,,,,,,,,
118,The Sheltering Sky,24016,tt0100594,1990-10-25,10,3,en,IT,25000000.0,62050497.32211171,138,Drama,Drama|Adventure,Unrated,1.0,0.0,,4956.0,Bernardo Bertolucci,3056.0,Jeremy Thomas,26513|6949|55152,Debra Winger|John Malkovich|Campbell Scott,0,,,,Recorded Picture Company,,,,2075084.0,,2075084.0,,,,,,,,,,,,,,,,,,,,,
119,Graveyard Shift,19158,tt0099697,1990-10-26,10,4,en,US,10500000.0,26061208.87528692,89,Horror,Horror,Unrated,1.0,0.0,,18855.0,Ralph S. Singleton,18855.0,Ralph S. Singleton,7219|86474|41274,David Andrews|Kelly Wolf|Stephen Macht,0,,,,Paramount Pictures,,,,11582891.0,,11582891.0,,,,,,,,,,,,,,,,,,,,,
120,American Ninja 4: The Annihilation,25528,tt0101326,1990-10-30,10,1,en,US,,,99,Action,Action|Thriller,Unrated,1.0,0.0,,93923.0,Cedric Sundstrom,103129.0,Ovidio G. Assonitis,21259|94330|15857,Michael Dudikoff|David Bradley|James Booth,1,3.8,902152.0,1.7,The Cannon Group,,,,358047.0,,358047.0,,,,,,,,,,,,,,,,,,,,,
121,The Comfort of Strangers,41925,tt0099292,1990-11-01,11,3,en,US,,,107,Thriller,Thriller|Drama|Crime|Fantasy,R,1.0,0.0,,1035.0,Paul Schrader,1189471.0,Angelo Rizzoli Jr.,4690|4757|20162,Christopher Walken|Rupert Everett|Natasha Richardson,0,,,,Sovereign Pictures,,,,1244381.0,,1244381.0,,,,,,,,,,,,,,,,,,,,,
122,The King of the Kickboxers,68895,tt0102217,1990-11-01,11,3,en,US,,,99,Action,Action|Crime|Thriller|Drama,R,1.0,0.0,,142859.0,Lo Yuen-Ming,73665.0,Keith W. Strandberg,157963|128191|57255,Loren Avedon|Billy Blanks|Keith Cooke,1,5.3,,0.8,Imperial Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Jacob's Ladder,2291,tt0099871,1990-11-02,11,4,en,US,25000000.0,62050497.32211171,113,Drama,Drama|Mystery|Horror,Unrated,1.0,1.0,,7270.0,Adrian Lyne,7726.0,Alan Marshall,504|7430|1004,Tim Robbins|Elizabeth Peña|Danny Aiello,0,,,,Carolco Pictures,,,,26118851.0,,26118851.0,,,,,,,,,,,,,,,,,,,,,
124,Frankenstein Unbound,3072,tt0099612,1990-11-02,11,4,en,US,11500000.0,28543228.768171385,85,Horror,Horror|Science Fiction,Unrated,1.0,0.0,,102429.0,Roger Corman,30091.0,Kobi Jaeger,5049|27888|8319,John Hurt|Raúl Juliá|Nick Brimble,0,,,,The Mount Company,,,,334748.0,,334748.0,,,,,,,,,,,,,,,,,,,,,
125,Child's Play 2,11186,tt0099253,1990-11-09,11,4,en,US,13000000.0,32266258.607498087,84,Horror,Horror|Thriller,Unrated,1.0,0.0,,65678.0,John Lafia,13596.0,David Kirschner,65683|1370|39113,Alex Vincent|Brad Dourif|Christine Elise,1,6.7,33244684.0,2.0,Universal Pictures,,,7262000.0,35763605.0,,28501605.0,,,,,,,,,,,,,,,,,,,,,
126,Psycho IV: The Beginning,40377,tt0102724,1990-11-10,11,5,en,US,800000.0,1985615.9143075747,96,Horror,Horror|Mystery|Thriller|TV Movie,R,1.0,0.0,,61824.0,Mick Garris,56911.0,Les Mayfield,7301|9976|24695,Anthony Perkins|Henry Thomas|Olivia Hussey,1,5.5,14481606.0,4.6,Smart Money Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Life Is Sweet,36843,tt0100024,1990-11-15,11,3,en,GB,,,103,Comedy,Comedy|Drama,R,1.0,0.0,,65452.0,Mike Leigh,20423.0,Simon Channing Williams,47699|388|9191,Alison Steadman|Jim Broadbent|Timothy Spall,0,,,,Film Four International,,,,1516414.0,,1516414.0,,,,,,,,,,,,,,,,,,,,,
128,Cadence,28553,tt0101531,1990-11-16,11,4,en,CA,,,97,Drama,Drama,Unrated,1.0,0.0,,8349.0,Martin Sheen,206970.0,Richard Davis,6952|8349|2975,Charlie Sheen|Martin Sheen|Laurence Fishburne,0,,,,The Movie Group,,,,2070871.0,,2070871.0,,,,,,,,,,,,,,,,,,,,,
129,The Prince and the Pauper,25831,tt0100409,1990-11-16,11,4,en,US,,,27,Animation,Animation|Comedy|Family,Unrated,1.0,1.0,,71792.0,George Scribner,1650800.0,Dan Rounds,78076|66713|84213,Wayne Allwine|Arthur Burghardt|Bill Farmer,0,,,,Walt Disney Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Rocky V,1375,tt0100507,1990-11-16,11,4,en,US,42000000.0,104244835.50114769,104,Drama,Drama,Unrated,1.0,0.0,,16513.0,John G. Avildsen,16514.0,Robert Chartoff,16483|3094|4521,Sylvester Stallone|Talia Shire|Burt Young,1,6.9,127873716.0,5.0,United Artists,,,79000000.0,119946358.0,,40946358.0,,,,,,,,,,,,,,,,,,,,,
131,Home Alone,771,tt0099785,1990-11-16,11,4,en,US,18000000.0,44676358.07192043,103,Comedy,Comedy|Family,Unrated,1.0,0.0,,10965.0,Chris Columbus,11505.0,John Hughes,11510|4517|11511,Macaulay Culkin|Joe Pesci|Daniel Stern,0,,,,Hughes Entertainment,,,190923432.0,476684675.0,,285761243.0,,,,,,,,,,,,,,,,,,,,,
132,The Rescuers Down Under,11135,tt0100477,1990-11-16,11,4,en,US,38000000.0,94316755.9296098,77,Animation,Animation|Adventure|Family|Fantasy,Unrated,1.0,0.0,,74297.0,Hendel Butoy,122609.0,Thomas Schumacher,64930|44714|7180,Bob Newhart|Eva Gabor|John Candy,1,6.9,71215869.0,13.4,Silver Screen Partners IV,,,,27931461.0,,27931461.0,,,,,,,,,,,,,,,,,,,,,
133,Predator 2,169,tt0100403,1990-11-21,11,2,en,US,35000000.0,86870696.25095639,108,Science Fiction,Science Fiction|Action|Thriller,R,1.0,0.0,,2042.0,Stephen Hopkins,1093.0,Lawrence Gordon,2047|2048|2049,Danny Glover|Gary Busey|Rubén Blades,1,7.8,59735548.0,3.4,Davis Entertainment,,,26450905.0,57120318.0,,30669413.0,,,,,,,,,,,,,,,,,,,,,
134,Robot Jox,15618,tt0102800,1990-11-21,11,2,en,US,10000000.0,24820198.928844683,85,Science Fiction,Science Fiction|Action,Unrated,1.0,0.0,,27991.0,Stuart Gordon,19708.0,Albert Band,78463|82340|68681,Gary Graham|Anne-Marie Johnson|Paul Koslo,1,5.0,,0.5,Empire Pictures,,,,1272977.0,,1272977.0,,,,,,,,,,,,,,,,,,,,,
135,Hidden Agenda,47869,tt0099768,1990-11-21,11,2,en,GB,,,108,Drama,Drama|Thriller,Unrated,1.0,1.0,,15488.0,Ken Loach,2238.0,Eric Fellner,3910|1248|1370,Frances McDormand|Brian Cox|Brad Dourif,0,,,,Initial (II),,,201272.0,1232210.0,,1030938.0,,,,,,,,,,,,,,,,,,,,,
136,3 Men and a Little Lady,11630,tt0098966,1990-11-21,11,2,en,US,,,104,Family,Family|Comedy,Unrated,1.0,0.0,,716.0,Emile Ardolino,18389.0,Robert W. Cort,15112|26472|12836,Tom Selleck|Steve Guttenberg|Ted Danson,1,6.1,167780960.0,3.0,Touchstone Pictures,,,,71609321.0,,71609321.0,,,,,,,,,,,,,,,,,,,,,
137,Misery,1700,tt0100157,1990-11-30,11,4,en,US,20000000.0,49640397.857689366,107,Drama,Drama|Thriller,Unrated,1.0,0.0,,3026.0,Rob Reiner,3030.0,Andrew Scheinman,8534|3085|5605,Kathy Bates|James Caan|Richard Farnsworth,0,,,,Castle Rock Entertainment,,,1017.0,61278164.0,,61276872.0,,,,,,,,,,,,,,,,,,,,,
138,Awakenings,11005,tt0099077,1990-12-04,12,1,en,US,31000000.0,76942616.67941852,120,Drama,Drama,Unrated,1.0,0.0,,14911.0,Penny Marshall,12841.0,Lawrence Lasker,380|2157|11512,Robert De Niro|Robin Williams|John Heard,0,,,,Parkes/Lasker productions,,,,52096475.0,,52096475.0,,,,,,,,,,,,,,,,,,,,,
